packet_length,src_port,dst_port,protocol,timestamp
1514,80,57091,6,1741910972.006116
1514,80,57091,6,1741910972.0081394
1514,80,57091,6,1741910972.009407
66,57092,80,6,1741910972.0125031
66,80,57092,6,1741910972.013511
54,57092,80,6,1741910972.017083
250,57092,80,6,1741910972.0181417
54,80,57092,6,1741910972.019157
1514,80,57092,6,1741910972.0206323
1514,80,57092,6,1741910972.0247898
1514,80,57092,6,1741910972.0287788
1514,80,57092,6,1741910972.034763
1514,80,57092,6,1741910972.0357587
1514,80,57092,6,1741910972.036898
1514,80,57092,6,1741910972.0390248
1514,80,57092,6,1741910972.040375
1514,80,57092,6,1741910972.0426943
1514,80,57092,6,1741910972.0436988
54,57092,80,6,1741910972.0447373
1514,80,57092,6,1741910972.0457416
1514,80,57092,6,1741910972.0468273
1514,80,57092,6,1741910972.049078
1514,80,57092,6,1741910972.0510776
1514,80,57092,6,1741910972.0535054
1514,80,57092,6,1741910972.0545485
1514,80,57092,6,1741910972.0560226
1514,80,57092,6,1741910972.0570805
1514,80,57092,6,1741910972.0581355
1514,80,57092,6,1741910972.0591698
1514,80,57092,6,1741910972.061167
1514,80,57092,6,1741910972.0621881
1514,80,57092,6,1741910972.0633075
1514,80,57092,6,1741910972.0643137
1514,80,57092,6,1741910972.0666826
54,57092,80,6,1741910972.0683255
54,57092,80,6,1741910972.0683255
1514,80,57092,6,1741910972.0709975
1514,80,57092,6,1741910972.0720203
1514,80,57092,6,1741910972.0730677
1514,80,57092,6,1741910972.074255
1514,80,57092,6,1741910972.074255
1514,80,57092,6,1741910972.0765018
1514,80,57092,6,1741910972.0765018
1514,80,57092,6,1741910972.0765018
1514,80,57092,6,1741910972.0765018
1514,80,57092,6,1741910972.0812638
1514,80,57092,6,1741910972.083741
1514,80,57092,6,1741910972.0847526
1514,80,57092,6,1741910972.086918
1514,80,57092,6,1741910972.086918
1514,80,57092,6,1741910972.086918
1514,80,57092,6,1741910972.086918
167,48007,1900,17,1741910972.116447
205,5353,5353,17,1741910972.474302
103,5353,5353,17,1741910972.50005
103,5353,5353,17,1741910972.5129204
205,5353,5353,17,1741910972.7615345
103,5353,5353,17,1741910972.7844903
205,5353,5353,17,1741910972.9352672
418,63589,445,6,1741910973.0696082
298,445,63589,6,1741910973.071704
146,63589,445,6,1741910973.0773249
182,445,63589,6,1741910973.0793228
54,63589,445,6,1741910973.1156566
549,5353,5353,17,1741910973.1834779
60,443,63590,6,1741910973.250122
54,63590,443,6,1741910973.250122
103,5353,5353,17,1741910973.48861
55,63669,443,6,1741910973.7286727
66,443,63669,6,1741910973.7286727
129,5353,5353,17,1741910973.7286727
86,57621,57621,17,1741910973.8028657
136,5353,5353,17,1741910973.970769
60,443,63591,6,1741910974.0338342
54,63591,443,6,1741910974.0338342
288,5353,5353,17,1741910974.1817358
164,45770,1900,17,1741910974.399783
175,56736,1900,17,1741910974.476918
175,56728,1900,17,1741910974.4789143
103,5353,5353,17,1741910974.516813
82,58430,1947,17,1741910975.019516
66,57093,8886,6,1741910975.5332284
66,57094,8886,6,1741910975.5349526
66,57095,8886,6,1741910975.5360322
66,57096,8886,6,1741910975.537754
82,52421,53,17,1741910975.5387912
66,57098,8886,6,1741910975.540391
66,57097,8886,6,1741910975.5415924
66,57099,8886,6,1741910975.542594
66,57101,8886,6,1741910975.5435903
66,57100,8886,6,1741910975.5455856
66,57102,8886,6,1741910975.546858
70,0,0,1,1741910975.5485945
98,53,52421,17,1741910975.5515833
66,57103,8886,6,1741910975.5525806
66,57105,8886,6,1741910975.6071908
66,57104,8886,6,1741910975.6092236
66,57086,8886,6,1741910975.639131
66,57106,8886,6,1741910975.641132
66,57107,8886,6,1741910975.642128
66,57109,8886,6,1741910975.6431265
66,57108,8886,6,1741910975.6453862
129,5353,5353,17,1741910975.8085306
177,17500,17500,17,1741910975.9055355
177,17500,17500,17,1741910975.917502
177,17500,17500,17,1741910975.9185011
177,17500,17500,17,1741910975.9195
177,17500,17500,17,1741910975.9204974
177,17500,17500,17,1741910975.9214926
288,5353,5353,17,1741910976.1870546
55,53504,443,6,1741910976.358517
66,443,53504,6,1741910976.3595123
164,41490,1900,17,1741910976.4034727
66,57096,8886,6,1741910976.5336046
66,57094,8886,6,1741910976.5348382
66,57093,8886,6,1741910976.537257
66,57098,8886,6,1741910976.5383525
66,57097,8886,6,1741910976.5393572
66,57095,8886,6,1741910976.540481
66,57099,8886,6,1741910976.5415332
70,0,0,1,1741910976.5447686
66,57101,8886,6,1741910976.5499735
66,57100,8886,6,1741910976.5513341
66,57102,8886,6,1741910976.5523648
66,57103,8886,6,1741910976.5533624
60,443,63588,6,1741910976.5839224
54,63588,443,6,1741910976.5864563
66,57105,8886,6,1741910976.615382
66,57104,8886,6,1741910976.618482
66,57107,8886,6,1741910976.6484375
66,57106,8886,6,1741910976.6504323
66,57109,8886,6,1741910976.664192
66,57108,8886,6,1741910976.6665335
93,443,56964,6,1741910976.844653
124,56964,443,6,1741910976.855087
54,443,56964,6,1741910976.857115
129,5353,5353,17,1741910977.8086183
60,443,63592,6,1741910977.8665938
54,63592,443,6,1741910977.8665938
718,57067,443,6,1741910978.0282245
60,443,57067,6,1741910978.0302794
396,443,57067,6,1741910978.3120909
54,57067,443,6,1741910978.3653383
164,40262,1900,17,1741910978.404534
78,52421,53,17,1741910978.5162773
137,53,52421,17,1741910978.518826
66,57098,8886,6,1741910978.5454154
66,57095,8886,6,1741910978.5473766
66,57093,8886,6,1741910978.548374
66,57096,8886,6,1741910978.5493739
66,57094,8886,6,1741910978.5513697
66,57097,8886,6,1741910978.5523643
66,57099,8886,6,1741910978.5543575
70,0,0,1,1741910978.5553548
66,57101,8886,6,1741910978.5624452
66,57100,8886,6,1741910978.5634673
66,57102,8886,6,1741910978.564437
66,57103,8886,6,1741910978.5654335
213,58217,1900,17,1741910978.5865293
66,57105,8886,6,1741910978.631612
66,57104,8886,6,1741910978.6342576
66,57107,8886,6,1741910978.65034
66,57106,8886,6,1741910978.6513429
66,57109,8886,6,1741910978.6659527
66,57108,8886,6,1741910978.6669457
167,42044,1900,17,1741910979.169139
213,58217,1900,17,1741910979.5756536
167,56274,1900,17,1741910979.9303727
87,5353,5353,17,1741910979.9929538
288,5353,5353,17,1741910980.213033
213,58217,1900,17,1741910980.5869753
243,138,138,17,1741910980.7825313
167,42838,1900,17,1741910981.1646774
124,53438,443,6,1741910981.575556
60,443,53438,6,1741910981.575556
213,58217,1900,17,1741910981.593303
126,443,53438,6,1741910981.8233588
54,53438,443,6,1741910981.882134
